airline,tokens,airline_sentiment,positive
Delta,"['@jetblu', 'call', 'jb', '3', 'time', '!', 'everytim', 'auto', 'vmsg', 'wait', 'time', 'longer', '9', 'min', 'wait', 'longer', '18', 'min', 'answer', '!']",negative,0
United,"['@unit', 'sorri', 'delay', 'respons', 'ua', '#381', 'chicago', 'san', 'fran', 'held', 'almost', 'hour', 'tarmac', 'also', 'lost', 'bag']",negative,0
US Airways,"['@usairway', 'call', 'hung', '..']",negative,0
Southwest,"['@southwestair', 'make', 'delay', 'go', 'away', 'mayb', 'upgrad', 'kat', 'seat', 'head', 'columbu']",negative,0
United,"['@unit', 'hold', '30', 'minut', 'final', 'got', 'someon', 'retook', 'form', 'payment', 'confirm', 'reserv', 'set', 'tri']",negative,0
Southwest,"['@southwestair', 'sev', 'ppl', 'im', 'offic', 'receiv', 'apolog', '2k', 'ff', 'mile', 'delay', 'apolog', 'select', 'ppl', 'got', 'noth', '..']",negative,0
US Airways,"['@usairway', 'even', 'dime', 'free', 'ticket', '#worsttraveldayev']",negative,0
Delta,"['@jetblu', 'thank', 'guy', '!', 'best', '!', '🙌', '✈']",positive,1
American,"['@americanair', 'email', 'sever', 'times.hand', 'wrote', 'letter', 'went', 'airport', 'called.pleas', 'fix', '!', '@abc7newsbayarea', 'pleas', 'help', '!']",negative,0
Delta,"['@jetblu', 'board', ""i'm"", 'realli', 'impress', ""i'v"", 'learnt', 'valuabl', 'lesson']",negative,0
United,"['@unit', '3', 'phone', 'rep', 'none', 'could', 'see', 'rebook', 'miss', 'flight.told', 'go', 'standbi', 'nonexist', 'late', 'flightr', 'flight', 'hurt']",negative,0
Southwest,"['@southwestair', 'employe', 'great', '!']",positive,1
US Airways,"['@usairway', 'guy', 'lost', 'luggag']",negative,0
US Airways,"['@usairway', '3rd', 'connect', 'flight', 'delay', 'still', 'cannot', 'make', 'still', 'unabl', 'speak', 'real', 'person']",negative,0
United,"['@unit', 'rep', 'hung', '35', 'min', 'hold', 'ask', 'supervisor', ""i'm"", 'furiou', 'right']",negative,0
Southwest,"['@southwestair', 'sit', 'outsid', 'gate', '30', 'min', 'lga', 'move', 'anoth', 'gate', ""we'e"", 'bake', 'plane', '!', '!', 'flight', '#3415']",negative,0
American,"['@americanair', 'pleas', 'allow', 'speak', 'someon', 'dialogu', 'would', 'solv', 'issu', 'better', 'faster', 'email']",negative,0
US Airways,"['@usairway', 'flight', '837', 'passeng', 'stuck', 'plane', 'philli', 'gangway', ""can't"", 'hear', 'pilot']",negative,0
American,"['@americanair', 'delay', 'way', 'puerto', 'rico', 'delay', 'way', 'back', 'new', 'york', 'disgrac']",negative,0
Delta,"['@jetblu', ""dm'd"", 'confirm', 'code', '...', 'thank', 'help', '!', 'mommi', 'daddi', 'kid', 'appreci', '!']",positive,1
US Airways,"['@usairway', 'app', 'bad', 'feel', 'bad']",negative,0
US Airways,"['@usairway', 'waiv', 'fee', 'time', 'cancel', 'flightat', 'waiv', 'futur', 'date', '!', '#usairway', '#ripoff', '#poorcustomerservic']",negative,0
American,"['@americanair', 'gate', 'agent', 'jan', 'l', 'phoenix', 'least', 'abl', 'get', 'younger', 'daughter', 'seat', 'near', 'wife', 'thank', '!']",positive,1
Delta,"['@jetblu', 'sound', 'good', '!', '!', '!', '💙', '💙', '💙']",positive,1
United,"['@unit', 'fair', 'enough', 'stink', 'passeng', 'plane', 'leav', 'gate', 'sit', 'tarmac', 'hour', 'takeoff']",negative,0
Virgin America,"['@virginamerica', 'wish', 'afford', 'fli', 'next', 'friday', 'go', 'back', 'home', '..', 'love', 'everyth', 'airlin']",positive,1
US Airways,"['@usairway', 'patient', '..', 'especi', 'first', 'time', 'never', 'fli']",negative,0
American,"['@americanair', 'worst', 'airlin', 'cancel', 'flight', 'flight', 'let', 'know', 'wait', 'hold', '30', 'min', 'told', 'enter', 'callback', 'middl', 'night', '!', '!']",negative,0
Southwest,"['@southwestair', 'thank', 'told', '’', 'hour', 'ago', 'plane', 'left', 'tri', 'stuck', 'wait', 'hour']",negative,0
American,"['@americanair', '1416', 'cancel', 'flightl', ""can't"", 'get', 'two', 'day', 'explan']",negative,0
United,"['@unit', 'flt', '1583', 'ewr', 'sfo', 'excel', 'servic', 'friendli', 'flight', 'attend', 'made', '6am', 'flight', 'good', 'start', 'day']",positive,1
US Airways,"['@usairway', 'first', 'impress', 'hard', 'revers', 'horribl', 'first', 'experi', 'never', 'fli', '!', '!', '!']",negative,0
United,"['@unit', 'ask', 'call', 'get', 'fix', 'tweet', 'bs', 'question', 'stall', 'make', 'thing', 'wors', 'phone', 'number', 'pleas']",negative,0
United,"['@unit', 'custom', 'servic', 'atroci', '!', 'disrupt', 'travel', 'plan', 'lost', 'luggag', 'imposs', 'talk', 'human']",negative,0
Southwest,"['@southwestair', ""we'v"", 'gate', 'long', 'time', ""we'r"", 'gonna', 'miss', 'connect', 'mdw', 'ack', '!', 'http://t.co/qrxvzfrd1z']",negative,0
US Airways,"['@usairway', 'extrem', 'inconveni', 'make', 'ppl', 'check', 'bag', ""there'"", 'lot', 'overhead', 'space', 'left', 'lie', 'fault']",negative,0
US Airways,"['@usairway', 'sure', 'know', 'pamper', 'custom', 'strand', 'abroad', '#badcustomerservic', '#fend4yourself', '#youareonyourown', 'http://t.co/pw1eudlczg']",negative,0
Southwest,"['@southwestair', ""can't"", 'believ', 'mani', 'pay', 'custom', 'left', 'high', 'dri', 'reason', 'flight', 'cancel', 'flightlat', 'monday', 'bdl', '!', 'wow']",negative,0
Southwest,"['@southwestair', 'disappoint', 'servic', ""i'v"", 'receiv', 'check', 'onlin', 'check', 'flight', 'statu', 'onlin', 'check', 'airport']",negative,0
US Airways,"['@usairway', ""we'v"", 'line', 'servic', 'desk', '1hr', '1/2', 'spot']",negative,0
US Airways,"['@usairway', 'idea', 'custom', 'servic', 'mean', 'custom', 'mess', 'plan', 'treat', 'like', 'big', 'deal', '!']",negative,0
US Airways,"['@usairway', 'doubl', 'book', 'spoke', 'cs', ""we'v"", 'got', 'plan', 'fix', 'still', 'amateur', 'mistak', 'never', 'happen']",negative,0
American,"['@americanair', '@golfwithwoodi', 'buy', 'woodi', ""they'r"", 'make', 'much', 'wors', 'understaf', 'rude', 'pre-rooki', 'mistak']",negative,0
American,"['@americanair', 'thank', 'guy', 'got', 'sleep', 'hang', 'dfw', 'bad', 'weather']",positive,1
American,"['@americanair', 'understand', 'bit', 'wait', 'call', '6:23', 'pm', 'get', 'call', 'back', '11:00', 'pm', ""that'"", 'cool']",negative,0
United,"['@unit', 'yeah', 'tri', '10', 'time', 'two', 'differ', 'ticket', 'told', 'tri', 'late', 'flightr']",negative,0
Southwest,"['@southwestair', '👏', '👏', '👏', 'late', 'flightst', 'ad', 'make', 'happi', 'fli', 'day', '#bethonor']",positive,1
American,"['@americanair', '@kaps12', 'intern', 'airlin', 'experienc', 'record', 'profit', 'last', 'quarter', ""can't"", 'staff', 'call', 'center']",negative,0
United,"['@unit', 'hold', 'hour', 'day', 'sort', 'told', 'fine', 'fine', 'arriv', 'fli']",negative,0
US Airways,"['@usairway', 'wait', '40', 'min', 'far', 'luggag', '#wannagohom']",negative,0
Southwest,"['@southwestair', 'round-trip', 'ticket', 'arriv', 'auction', 'post-mast', 'invit', '!', 'thank', 'southwest', '!', 'http://t.co/mrfbjtepef']",positive,1
Southwest,"['@southwestair', 'oh', 'compani', 'caus', 'us', 'lose', 'entir', 'day', 'vacat', 'cancun', 'de', 'board', 'wait', 'anoth', 'plane']",negative,0
American,"['@americanair', 'need', 'chang', 'flight', 'cs', 'tell', ""can't"", 'take', 'call', ""can't"", 'chang', 'onlin', 'pleas', 'help', 'flight', 'week']",negative,0
United,"['@unit', 'still', 'sit', 'wait', 'plane', '...', '4', 'hour', 'wast']",negative,0
US Airways,"['@usairway', 'happen', '#worstairlineev', 'also', 'mari', 'burrough', 'worst', 'custom', 'servic', 'rep', 'ever', '#yourairlinesuck']",negative,0
United,"['@unit', ""i'm"", 'check', 'agent', 'tag', 'bag', '7am', ""i'm"", 'stand', 'line', 'hell']",negative,0
American,"['@americanair', 'possibl', 'call', 'system', 'refus', 'caller', 'twelv', 'hour', 'servic', 'option', 'leav']",negative,0
US Airways,"['@usairway', 'make', 'purchas', 'take', 'money', 'reserv', '...', 'explain']",negative,0
US Airways,"['@usairway', '1', '1/2', 'hour', 'hold', 'custom', 'servic', 'without', 'anyon', 'answer', 'ridicul', '!']",negative,0
US Airways,"['@usairway', '3', 'us', 'cost', '1000', 'get', 'home', 'today', 'reason', '...', 'send', 'receipt', 'reimburs']",negative,0
American,"['@americanair', 'thank', 'attend', 'flight', 'advis', 'connect', 'flight', 'held', 'ran', 'kid', 'flight', 'depart', 'poor', 'servic', 'miami']",negative,0
US Airways,"['@usairway', '@keithlaw', 'flew', 'us', 'air', 'first', 'time', 'yesterday', 'got', 'proposit', 'flight', 'attend', '...', 'true', 'stori', '!', '#creditcardsal']",negative,0
American,"['@americanair', ""i'v"", 'receiv', 'ticket', 'thank', 'help']",positive,1
United,"['@unit', 'ye', 'file', 'claim', 'hope', 'receiv', 'luggag', '2am', 'ridicul', 'purchas', 'item', 'go', 'sleep', 'reimburs']",negative,0
US Airways,"['@usairway', 'alreadi', 'pleasant', 'flight', 'london', 'charlott', 'us733', 'made', 'fantast', 'amaz', 'attend', 'thank', 'much', 'robert', '!']",positive,1
US Airways,"['@usairway', 'follow', 'complaint', 'procedur', 'get', 'run', 'around', 'servic', 'suck', '#usairwayssuck']",negative,0
American,"['@americanair', 'hold', '3', 'hour', '2', 'second', 'rude', 'agent']",negative,0
United,"['@unit', 'thought', 'noth', 'happen']",negative,0
United,"['@unit', 'imposs', 'actual', 'get', 'passeng', 'luggag', 'final', 'destin']",negative,0
American,"['@americanair', 'karen', 'riedel', 'rock', 'star', 'employe', 'miracl', 'worker', 'realli', 'appreci', 'help', 'morn', '!']",positive,1
Delta,"['@jetblu', 'cancel', 'flightl', 'flight', 'send', 'ticket', 'tell', 'buyer', '...', '#jetblu', 'allow']",negative,0
United,"['@unit', 'favorit', 'way', 'travel', '!', 'thank', '!', 'http://t.co/vgn2x1ckg0']",positive,1
United,"['@unit', 'land', 'den', 'time', 'stuck', 'wait', 'gate', '30', 'min', 'mayb', 'updat', 'would', 'good', 'idea', 'capt']",negative,0
Southwest,"['@southwestair', '3', 'flight', 'yesterday', 'treat', 'nut', 'pretzel', 'also', 'origami', 'magazin', 'new', 'polici', '#oldpolicieswaybett']",negative,0
Southwest,"['@southwestair', 'cancel', 'flightl', 'flight', 'due', 'winter', 'weather', 'total', 'understand', 'would', 'sure', 'nice', 'would', 'answer', 'phone']",negative,0
Southwest,"['@southwestair', 'ever', 'tweet']",negative,0
American,"['@americanair', 'thx', 'noth', 'get', 'us', 'countri', 'back', 'us', 'broken', 'plane', 'come', 'get', 'anoth', 'one']",negative,0
United,"['@unit', 'disgust', 'disappoint', 'unit', 'airlin', 'luggag', 'polici', 'attitud', 'toward', 'musician', 'unaccept']",negative,0
US Airways,"['@usairway', 'prioriti', 'made', 'consid', 'pend', 'snow', 'storm', 'delay', 'flight', 'hour', 'half', ""i'd"", 'like', 'answer']",negative,0
United,"['@unit', 'late', 'flight', 'broke', 'luggag', 'handl', 'pay', 'new', 'one', 'http://t.co/nyvv1x3d67']",negative,0
Southwest,"['@southwestair', '#customerservicefail', 'almost', 'miss', 'flight', 'long', 'slow', 'bwi', 'ticket', 'line', 'rather', 'make', 'complaint', 'flight']",negative,0
American,"['@americanair', '@brewcrewfan8', 'real', 'life', 'aa', 'like', '2015', 'real', 'life', 'email', 'call', 'dming', 'peopl', 'inconvenienc']",negative,0
US Airways,"['@usairway', '@usairway', 'realli', 'u', 'land', 'philli', '1.5', 'hour', 'flight', 'wait', '1.5', 'hour', 'behind', 'plane', 'got', 'stuck']",negative,0
Delta,"['@jetblu', 'alreadi', 'spent', '300', 'stay', 'hotel', 'last', 'night', 'due', 'guy', 'reschedul', 'flight', 'sinc', 'cancel', 'flightat', ""i'v"", 'spent', 'almost', '500']",negative,0
Southwest,"['@southwestair', 'bwi-sjd', 'servic', 'season', 'part', 'extens', 'call', 'intl', 'desk', 'know', 'want', 'fli', 'sept', 'sat']",negative,0
Southwest,"['@southwestair', 'hold', 'hour', 'chanc', 'someon', 'help']",negative,0
US Airways,"['@usairway', 'ivr', 'hung', 'high', 'call', 'volum', 'need', 'help', 'call']",negative,0
American,"['@americanair', 'find', 'bc', '@unit', 'rebook', 'us', 'airlin', 'realiz', 'get', 'us', 'home', ""we'r"", 'ord']",negative,0
American,"['@americanair', 'one', 'time', 'upgrad', 'first', 'class', 'luggag', 'open', 'miss', 'valuabl', 'item', ""can't"", 'replac', '#upset']",negative,0
Southwest,"['@southwestair', 'lose', 'baggag', 'day', 'ago', 'still', 'idea', 'interest', 'find', 'item', 'new', 'job', 'bag', '!', 'unaccept']",negative,0
American,"['@americanair', 'expect', 'respons', 'custom', 'relat']",negative,0
Virgin America,"['@virginamerica', 'keep', 'great', 'work', ':)']",positive,1
US Airways,"['@usairway', 'staff', 'lax', 'realli', 'mess', 'one', 'fail', 'scan', 'suitcas', 'tag']",negative,0
Southwest,"['@southwestair', 'well', 'fun', 'last', 'happi', 'chang', 'redeem', 'reward', 'point', 'loyal', 'anymor']",negative,0
United,"['@unit', 'realiz', 'wife', 'wait', 'delay', 'flight', 'moment', ""i'm"", 'sure', 'understand', 'tweet']",negative,0
US Airways,"['@usairway', 'got', 'kid', '!', 'info', '4565', 'dca', 'bgr', 'phone', 'line', 'tell', 'call', 'back', 'late', 'flightr']",negative,0
Southwest,"['@southwestair', 'hold', '1.5', 'hr', ""what'""]",negative,0
American,"['@americanair', 'flight', '1019', 'need', '2', 'b', 'first', 'flight', 'frm', 'mia', '2', 'tpa', ""i'm"", 'extrem', 'irrit', ""i'v"", 'airport', '5.5', 'hr']",negative,0
United,"['@unit', 'believ', 'cancel', 'flight', 'yesterday', 'guess', 'goe', 'back', 'notif', 'unit', 'cancel', 'flightlat']",negative,0
Delta,"['@jetblu', 'delay', 'flight', 'redirect', 'gate', 'tell', 'stuck', 'origin', 'gate', 'would', '1/3']",negative,0
United,"['@unit', '#unitedairlin', 'fill', 'form', 'never', 'receiv', 'respons', 'expect', 'remedi', 'travel', 'anoth', 'airlin', 'cancel', 'flight', 'member', 'w', 'u']",negative,0
American,"['@americanair', 'cost', '200', 'dollar', 'flight', 'cancel', 'flightl', 'even', 'give', 'food', 'comp', '!', '!', 'fli', '@jetblu', '@delta', 'take']",negative,0
United,"['@unit', 'well', 'sit', 'ground', 'time', 'wait', 'gate', '...', '#tiredofthi']",negative,0
United,"['@unit', 'thank', 'repli', 'fill', 'form', 'submit', 'request', 'good', 'know', 'pay', 'attent', '!']",positive,1
American,"['@americanair', 'sure', 'mean', 'son', 'certainli', 'oper', 'need', 'seat', 'flt', '1679', 'next', 'friday', 'yet', '...']",negative,0
United,"['@unit', 'also', 'ice', 'frozen', 'metal', 'walkway', 'wast', '40', 'minut', 'one', 'knew', 'simpl', 'job']",negative,0
Delta,"['@jetblu', 'everi', 'time', 'look', 'flight', 'statu', '30', 'minut', 'ad', 'delay', 'point', 'troubl']",negative,0
American,"['@americanair', 'joanna', 'wonder', 'new', 'flight', 'book', 'friendli', 'help', 'agent', 'stress', 'day', '!', 'thank', '!']",positive,1
Virgin America,"['@virginamerica', 'flight', 'vx399', 'head', 'la', 'jfk', 'dirtiest', 'va', 'plane', 'ever', 'sad', 'great', 'airlin']",negative,0
United,"['@unit', 'told', 'due', 'ua23', 'fli', 'direct', 'dublin', 'go', 'london', 'complet', 'shambl', '!']",negative,0
American,"['@americanair', 'thank', 'response.tough', 'night', 'involv', 'flight', 'got', 'cancel', 'flightl', 'start', 'taxi', 'runway']",negative,0
Virgin America,"['@virginamerica', 'group', 'got', 'cancel', 'flightlat', 'fee', 'waiv', ""can't"", 'ticket', 'book', '2/18', 'rep', 'help', 'either', '😡']",negative,0
United,"['@unit', 'make', 'hard', 'fli', 'delay', 'hour', 'plane', 'turn', 'around', 'head', 'back', 'gate', '#connect']",negative,0
American,"['@americanair', ""can't"", 'get', 'thru', 'anyon', 'phone']",negative,0
US Airways,"['@usairway', 'membership', 'privileg', 'anymor', 'son', 'armi', 'short', 'window', 'see', 'help']",negative,0
Delta,"['@jetblu', 'oh', 'right', '!', 'hundr', 'peopl', 'arriv', 'back', 'gate', 'left', 'minut', 'ago', 'sdq', 'http://t.co/7gb0hgw51t']",negative,0
United,"['@unit', 'miss', '#oscar', ""i'll"", 'never', 'fli', 'unit']",negative,0
US Airways,"['@usairway', 'take', 'late', 'flightr', 'flight', 'book', 'corpor', 'disney', 'travel', 'dept', 'agent', 'offer', 'littl', 'help']",negative,0
US Airways,"['@usairway', 'flight', '830', 'clt', 'phl', '1st', 'list.someon', 'els', 'got', 'spot', 'rude', 'employe', 'coach', 'wouldt', 'give', 'id', 'said', 'cute', 'red', 'head']",negative,0
American,"['@americanair', 'tri', 'contact', 'everyon', 'flight', 'refund', 'offer', 'might', 'believ', 'sincer']",negative,0
Southwest,"['bingo', '!', '“', '@southwestair', 'thank', 'bring', 'attent', ""we'll"", 'happi', 'reach', 'noah', 'make', 'right', 'mr', '”']",positive,1
United,"['@unit', 'space', 'doctor', 'note', 'everyth', 'first', 'trip', 'lost', 'first', 'suitcas', 'among', 'issu', 'pleas', '#unit']",negative,0
Delta,"['@jetblu', 'great', 'see', 'redsox', 'plane', 'remind', '❤', 'ny', 'side', 'side', 'jfk', '#catsanddogslivingtogeth', 'http://t.co/kfuyyokufv']",positive,1
Virgin America,"['@virginamerica', 'good', 'home', '#texa', '#moodlight', 'http://t.co/n3bvzty3zi']",positive,1
Delta,"['@jetblu', 'cheat', ""i'm"", 'sorri', ""i'll"", 'never', '@southwestair', 'given', 'wife', 'worst', 'start', 'honeymoon', 'ever']",negative,0
American,"['@americanair', 'need', 'miracl', '@slcairport', 'pleas', 'help', 'flight', '1228', 'get', '640', '#fingerscross', '#pleasegod', '#missmykid']",negative,0
United,"['@unit', '4', 'passeng', '2', 'hour', 'delay', 'flight', 'left', 'hotel', 'end', 'night', 'hou', 'airport', 'wtf', '!', '!', 'http://t.co/zfqmpgxvs6']",negative,0
Delta,"['@jetblu', 'sunni', 'gorgeou', 'ny', 'actual', ""what'"", 'real', 'reason']",negative,0
US Airways,"['@usairway', 'call', 'say', ""y'all"", 'busi', 'call', 'back', 'late', 'flightr', 'terribl', 'custom', 'servic']",negative,0
Delta,"['@jetblu', '1242', '!', 'may', 'cri', '!']",negative,0
United,"['@unit', 'kind', 'cool', 'run', 'boss', 'man', 'sfo', 'http://t.co/bm9o2k5x5j']",positive,1
United,"['@unit', 'thank', 'made']",positive,1
United,"['@unit', '3', 'hour', '45', 'min', 'delay', 'far', '...', 'would', 'love', 'round', '4', 'hour', 'go', 'bed', '!']",negative,0
American,"['@americanair', 'respond', 'info', 'differ', 'custom', 'servic', 'line']",negative,0
Delta,"['@jetblu', 'love', 'travel', 'jetblu', 'cant', 'wait', 'go', 'pari', 'oui', 'oui', '!', '!', '!', 'nyc', 'awesomee', '!']",positive,1
American,"['@americanair', 'flight', '1081', 'iad', 'lax', 'sat', '3hr', 'ground', 'crew', 'drive', 'snow', '#badmgmt', '#americanairlin']",negative,0
American,"['@americanair', ""i'm"", 'will', 'hold', 'agent', 'help', 'keep', 'hang', '#americanairsuck', '#hiremorepoepl']",negative,0
Delta,"['@jetblu', 'heard', 'charg', '1st', 'bag', 'tighter', 'seat', 'need', 'loyal', 'jb', 'custom', 'anymor', '!']",negative,0
American,"['@americanair', 'agent', 'refus', 'help', 'busi', 'need', 'call', 'advantag', 'one', 'will', 'help', 'appar', 'exec', 'plat', 'mean', 'zero']",negative,0
US Airways,"['@usairway', '@americanair', 'friend', 'strand', 'kphl', 'repres', 'even', 'give', 'food', 'voucher', '…', 'help', 'pleas']",negative,0
Southwest,"['@southwestair', 'thank', 'take', 'good', 'care', 'luggag', '...', 'http://t.co/pivxean3ji']",negative,0
Southwest,"['@southwestair', 'flight', 'bo', 'cancel', 'flightl', 'flight', 'till', 'tuesday', 'spent', '1000', 'get', 'flight', 'anoth', 'airlin', '170', 'hotel', 'refund']",negative,0
Southwest,"['@southwestair', 'abl', 'sit', 'seat', 'sinc', 'guy', 'next', 'use', '#worstflightev', '#ideserveareward', 'http://t.co/l7hsnlgie2']",negative,0
Delta,"['@jetblu', 'head', 'page', 'longer', 'exist', 'http://t.co/nsjwvttjgo']",negative,0
United,"['@unit', '@thisiscoach', 'everi', 'time', 'unit', 'flight', 'got', 'delay', 'big', 'frustrat']",negative,0
American,"['@americanair', 'put', 'call', 'back', '1am', 'still', 'noth', '8am', 'think', 'might', 'get', 'back']",negative,0
US Airways,"['@usairway', 'app', 'websit', 'trash', 'af']",negative,0
United,"['@unit', 'pleas', 'tell', 'clt', 'flight', '4232', 'need', 'gate', 'wait', '15', 'min']",negative,0
American,"['@americanair', 'thank', 'said', 'deni', 'mile', 'expir', 'one', 'week', 'ago', 'last', 'drop', 'plan', 'avoid', 'aa', 'possibl']",negative,0
United,"['@unit', 'second', 'time', 'fli', 'houston', '45', 'min', 'wait', 'luggag', 'baggag', 'typic', 'still', 'wait', '..']",negative,0
Delta,"['@jetblu', 'want', 'seem', 'crazi', '!', 'alreadi', 'ask', 'twice', '!']",negative,0
American,"['@americanair', 'know', 'love', 'airlin', 'friend', '@megentripodi', '@jordnnicole7', 'problem', 'retain', 'info', 'need']",negative,0
US Airways,"['@usairway', 'stuck', 'phx', 'overnight', 'servic', 'get', 'wors', 'fli', 'southwest']",negative,0
US Airways,"['@usairway', 'tweet', 'apolog', 'enough', 'delay', 'fiasco', 'none', 'insult', 'gate', 'agent', 'wors', 'except', 'mark', 'n', 'bad', 'clt']",negative,0
US Airways,"['@usairway', 'sit', 'gate', '25', 'min', 'us', '728', '!', 'give']",negative,0
United,"['@unit', 'respond', 'variou', 'request', 'contact', 'number', 'anyon', 'know', 'uk', 'custom', 'servic', 'number', '#unitedairlin']",negative,0
American,"['@americanair', '@dfwairport', '!', '!', 'love', 'live', 'close', 'alway', 'great', 'view', '!']",positive,1
US Airways,"['@usairway', 'awesom', '!', 'ye', '@upinairclair', '!']",positive,1
United,"['@unit', '1632', 'phenomen', 'frm', 'gate', 'sea', 'gate', 'iad']",positive,1
US Airways,"['@usairway', 'flight', 'keep', 'get', 'delay', 'late', 'flightr', 'late', 'flightr']",negative,0
United,"['@unit', 'realli', 'get', 'horribl', 'much', 'tuck', 'kid', 'tonight', 'delta', 'transfer', 'mile', 'statu', 'right', 'http://t.co/h6hn33jjj']",negative,0
American,"['@americanair', 'help', 'need', '!', '#complaint', 'ticket', 'passeng', 'avail', 'seat', 'schedul', 'leav', 'late', 'flightr', 'today']",negative,0
Southwest,"['@southwestair', 'usual', 'excel', 'swa', 'flight', '!']",positive,1
US Airways,"['@usairway', '@nm4agoodlif', '5', 'hour', 'hold', 'answer', 'guess', 'synergi', 'merger', 'realli', 'plan']",negative,0
United,"['@unit', 'teach', 'gate', 'agent', '2', 'lie', 'learn', 'overhead', 'space', 'bag', 'check']",negative,0
US Airways,"['@usairway', 'flt', '1820', '2rsw', 'could', 'extend', 'courtsey', 'wait', '2min', '4', '10', 'us', '...', 'gate', 'close', 'r', 'face', 'ur', 'fire']",negative,0
American,"['@americanair', 'two', 'day', 'tri', 'reach', '#americanairlin', 'custom', 'servic', 'chang', 'flight']",negative,0
United,"['@unit', 'cancel', 'flight', 'flight', 'send', 'email', 'say', 'think', 'next', 'flight', '...', '#custom', '#outrag', 'http://t.co/kkwiwi97a4']",negative,0
US Airways,"['@usairway', 'pilot', 'flight', '729', 'show', 'departur', '⌚', ""there'"", 'broken', 'comput', 'next', 'time', 'fli', '@unit', '#alwaysl', 'flight']",negative,0
Virgin America,"['@virginamerica', 'never', ""rec'd"", 'cancel', 'flightlat', 'notic', 'left', 'w', 'option', 'fli', 'ps', 'drive', 'la', 'red', 'eye', 'mon', 'w', 'kid']",negative,0
US Airways,"['@usairway', '...', 'despic', '!', 'flight', 'plan', 'lost', '!', ""we'v"", 'sit', 'tarmac', 'hour', '!', '45', 'min', 'flight', '!']",negative,0
American,"['@americanair', 'airlin', '@unit', ""i'v"", 'spent', 'three', 'extra', 'day', 'travel', 'domest', 'spent', 'hundr', 'dollar', '...']",negative,0
US Airways,"['@usairway', '@americanair', 'thank', 'coupl', 'easi', 'hassl', 'free', 'flight', 'today', 'profession', 'friendli', 'staff', 'made', 'everyth', 'easi', '!']",positive,1
US Airways,"['@usairway', 'run', 'piec', 'shit', 'airlin', '!', '!', 'thank', 'ruin', 'aa']",negative,0
United,"['@unit', 'alway', 'happi', 'start', 'life', 'new', 'wife', '5', 'hr', 'travel', 'delay', 'due', 'maintenec', 'would', 'appear', 'incompet']",negative,0
US Airways,"['@usairway', 'call', 'drop', 'call', 'back', '...', 'anoth', '45min', 'hour', 'anoth', 'rep', 'worst', 'cs', 'ever', 'onlin', 'phone', 'person']",negative,0
American,"['@americanair', ""we'r"", 'still', 'guy', 'worst']",negative,0
Southwest,"['@southwestair', 'good', '...', 'beer', '#oscars2015', 'ar', '#dia']",positive,1
Delta,"['@jetblu', ""what'"", 'go', '1171', 'lga-fll', '..', 'poor', 'commun', 'gate', 'agent']",negative,0
Southwest,"['@southwestair', 'open', 'kiosk', 'austin-bergstrom', 'three', 'lane', 'servic', 'line', '50', 'peopl', 'realli']",negative,0
US Airways,"['@usairway', 'sat', 'ramp', '45', 'min', 'miss', 'connect', 'one', 'seem', 'concern', 'usairway']",negative,0
US Airways,"['@usairway', 'offload', 'plane', '!', '!', '!', 'ridicul', '!', '!', '!']",negative,0
Southwest,"['@southwestair', 'particular', 'reason', '20', 'minut', 'count', 'speak', 'human']",negative,0
United,"['@unit', 'luckili', 'disinfect', 'wipe', 'job', 'welcom', '#badservic']",negative,0
American,"['@americanair', '@usairway', 'next', 'stop', 'custom', 'servic']",negative,0
American,"['@americanair', 'caller', 'east', 'coast', 'abl', 'speak', 'actual', 'human', 'reserv', 'support', 'agent', 'busi', 'call', 'late', 'flightr', '..']",negative,0
United,"['@unit', 'hire', 'po', 'pilot', 'thank', 'ruin', 'trip', 'allow', 'see', 'buddi', 'turn', '30', '#unitedsucksdick']",negative,0
US Airways,"['@usairway', '8', 'hr', 'wait', 'time', 'unbelieavl', 'unaccpet', 'biggest', 'airlin', 'world', 'failback', 'call', 'center']",negative,0
United,"['@unit', 'way', 'impati', 'part', '...', 'untruth', 'proper', 'system', 'place']",negative,0
Delta,"['@jetblu', 'submit', 'feedback', '@gripeo', 'good', 'way', '2', 'handl', 'baggag', 'custom', 'http://t.co/f6copx1fvj']",negative,0
American,"['@americanair', 'destin', 'wait', '2', 'hour', 'miss', 'second', 'flight', '#luggag', 'made', 'flight', 'though', '...']",negative,0
US Airways,"['@usairway', '30', 'min', 'delay', 'mechan', 'replac', 'rivet', '30', 'min', 'late', 'flightr', 'turn', 'mechan', 'wrong', 'size', 'rivet', '35', 'min', 'pathet']",negative,0
US Airways,"['@usairway', ""i'v"", 'hold', '41min', 'tri', 'chang', 'reserv']",negative,0
US Airways,"['@usairway', 'hope', 'flight', '1855', 'delay', 'flight', 'attend', 'come', 'work', '!', '#nobackup']",negative,0
Delta,"['@jetblu', 'deal', 'flt', '460', 'today', 'departur', 'keep', 'chang', 'go', 'late', 'flight']",negative,0
Delta,"['know', 'lot', 'baggag', '...', 'want', 'know', 'realli', 'enjoy', 'insid', '@jetblu', '#jetba']",positive,1
American,"['@americanair', '@naomi_coop', 'mind', 'aa', 'point', 'twitter', 'acct', 'form', 'letter', '140', 'charact', 'less']",negative,0
