airline,tokens,airline_sentiment,positive
United,"['@unit', 'get', 'delay', 'flight', 'ewr', 'yyz', '15:30', 'custom', 'servic', 'found', 'airport']",negative,0
United,"['@unit', 'flight', 'ua3774', 'two', 'delay', 'cancel', 'flightl', 'flight', 'norfolk', 'book', 'rent', 'car']",negative,0
United,"['@unit', 'thank', 'one', 'pilot', 'last', 'two', 'flight', 'strand', 'houston', 'tonight', 'airlin', 'absolut', 'worst']",negative,0
United,"['@unit', 'disgust', 'disappoint', 'unit', 'airlin', 'luggag', 'polici', 'attitud', 'toward', 'musician', 'unaccept']",negative,0
United,"['@unit', 'miss', 'amaz', 'us', 'bank', 'work', 'confer', 'ok']",negative,0
United,"['@unit', '...', 'frozen', 'line', 'flight', 'continu', 'due', 'passeng', 'comfort', 'ok', 'sat', 'plane', 'long', 'flight', 'vega', 'would', '!']",negative,0
United,"['@unit', 'terribl', 'custom', 'servic', 'feel', 'need', 'notifi', 'custom', 'flight', 'delay']",negative,0
United,"['@unit', 'tri', 'fail', 'still', 'wifi', 'ever', 'last', 'row', 'middl', 'fli', 'everi', 'week', 'thank', 'noth']",negative,0
United,"['@unit', 'great', 'flight', 'pvd', 'smallest', 'plane', 'ever', 'smoothest', 'land', 'ever', '!']",positive,1
United,"['@unit', 'tri', 'check', ""tomorrow'"", 'flight', 'websit', 'keep', 'time', ""what'""]",negative,0
United,"['@unit', 'ye', 'comput', 'would', 'allow', 'get', 'san', 'diego', 'quick', 'custom', 'servic', 'help', 'say', ""can't"", 'rebook', 'http://t.co/kcvubuyexc']",negative,0
United,"['@unit', 'say', 'weather', 'delay', '#yx', 'morn', 'weather', 'affect', 'airlin', '#ua6136', 'http://t.co/4jdvk8tcqx']",negative,0
United,"['@unit', 'cancel', 'flightl', 'none', 'passeng', 'notifi', 'complet', 'violat', 'travel', 'right', '@aerocivilcol']",negative,0
United,"['@unit', 'thank', 'ruin', 'vacat', 'poorli', 'maintain', 'aircraft', '’', 'fli', 'safe', 'stt', '#ua1481', '#cancel', 'flightledflight']",negative,0
United,"['“', '@unit', ""that'"", 'someth', 'like', 'hear', 'hope', 'staff', 'resolv', 'way', 'asap', 'ml', '”', '3:15', 'still', 'resolv']",negative,0
United,"['@unit', 'wait', '3494', 'ewr-ord', 'delay', '47', 'min', 'might', 'miss', '5491', 'ord-ywg', '6pm', 'ct', 'room', '5644', 'ord-ywg', 'case', 'miss', 'connex']",negative,0
United,"['@unit', 'well', 'final', 'board', 'hope', 'take', 'time', 'quickli', 'well', 'hour', 'delay', '!', '!']",negative,0
United,"['@unit', 'miss', 'connect', 'alreadi', 'miss', 'next', 'flight', 'put', ""i'm"", 'go', 'lax', 'instead', 'hawaii', ':(']",negative,0
United,"['@unit', 'reserv', 'made', 'last', 'juli', 'want', 'know', 'reseat', 'happen', 'intern', 'itinerari']",negative,0
United,"['@unit', 'line', 'full', 'worri', 'custom', 'guy', 'desk', 'say', 'sorri', 'take', 'care', 'problem', 'late', 'flightr', 'time']",negative,0
United,"['@unit', 'must', '100', 'peopl', 'wait', 'line', 'custom', 'servic', 'den', 'deal', 'flight', 'cancel', 'flightat']",negative,0
United,"['@unit', 'american', 'never', 'bag', 'appar', 'unit', 'never', 'switch', 'go', 'back', 'unit', 'baggag', 'servic']",negative,0
United,"['@unit', 'unaccept', '403', '90', 'min', 'late', 'flight', 'miss', 'screw', 'flight', 'tucson', 'left', 'even', 'land']",negative,0
United,"['@unit', 'cmh', 'gate', 'staff', 'disast', '..', '#3345', 'overbook', 'volunt', 'board', '20', 'min', 'late', 'flight', 'tri', 'figur', 'issu', '#bringbackrealstaff']",negative,0
United,"['@unit', 'wait', 'half', 'hour', 'check', 'bag', 'ewr', 'prioriti', ');', 'disappoint', 'usual', 'guy', 'good']",negative,0
United,"['@unit', 'earn', 'low', 'checkin', 'peopl', 'also', 'tarmac', 'load', 'bag', 'jan']",negative,0
United,"['@unit', 'thank', 'dishonor', 'upgrad', 'put', 'seat', 'want', 'even', 'notifi', 'great', '1k', 'servic', '👎']",negative,0
United,"['@unit', 'guy', 'gay']",negative,0
United,"['@unit', 'email', 'call', 'past', 'month', 'flight', 'chang', 'help', 'wish', 'would', 'sent', 'cancel', 'flightlat', 'yesterday']",negative,0
United,"['@unit', 'chang', 'depart', '1:45', '2:00', 'pm', '1:40', 'pm', 'capt', 'got', 'plane', 'find', 'smoothi', '2pm', 'ass', '!', '!', '!']",negative,0
United,"['@unit', 'thank', 'much', 'passport', 'recov']",positive,1
United,"['@unit', 'thank', 'noth', '!', 'atlanta', 'loung', 'ap', 'say', 'sure', 'noth', 'termin', 'http://t.co/tfjfmsha2k']",negative,0
United,"['@unit', 'would', 'make', 'day', 'could', 'take', 'flight', 'airlin', 'without', 'hiccup', 'end', 'train', 'employe', 'commun']",negative,0
United,"['@unit', 'babi', 'shit', 'pant', 'half', 'way', 'flight', 'smell', 'like', 'shit', 'go']",negative,0
United,"['@unit', 'caus', 'miss', 'flight', 'tell', 'alreadi', 'left', 'empathi', 'gate', 'staff', 'crew', 'apolog', 'realli']",negative,0
United,"['@unit', 'reschedul', 'return', 'flight', '#japan', 'uh', 'tri', 'call', '#unitedairlin', '#customerservic', '45', 'min', 'wait', '#fun']",negative,0
United,"['@unit', 'far', 'worst', 'airlin', 'ever', '😡', '😡']",negative,0
United,"['@unit', 'appal', 'lack', 'commun', 'aw', 'journey', '2/21', 'ewr', 'bo', '4', 'hr', 'delay', 'need', 'explain', 'better']",negative,0
United,"['@unit', ""i'm"", 'dming', 'info', 'assist', 'flight', 'home', 'left', 'first', 'flight', 'even', 'land']",negative,0
United,"['@unit', 'boston', 'self', 'servic', 'swipe', 'yr', 'board', 'pass', 'gate', 'difficult', 'tag', 'bag', 'easi', '!', '#improvetheprocess']",negative,0
United,"['@unit', 'peopl', 'would', 'catch', 'flight', 'attend', 'help', '!']",negative,0
United,"['@unit', 'consist', '#denver', 'agent', 'say', 'standbi', 'check', 'baggag', 'cite', 'faa', 'websit', 'polici', 'say', 'otherwis', '#time2switch']",negative,0
United,"['14', 'biz', 'day', '18', 'calendar', 'respond', 'inquiri', '@unit', 'hope', 'standard', 'univers', 'adopt', ':-/', '#badcustomerservic']",negative,0
United,"['@unit', 'thank', 'occur', 'guy', '3', 'hour', 'extra', 'get', 'bag', 'due', 'delay', ""that'"", '7', 'hour', '#fail', '!']",negative,0
United,"['@unit', 'mani', 'delay', 'today', '...', ""what'"", 'hope', '12:26', 'pm', 'flight', 'board', 'soon', '#unit', '#premier1k']",negative,0
United,"['@unit', 'websit', 'fuck', 'instead', '416', 'flight', '’', 'yesterday', '’', '514', 'today', 'thank']",negative,0
United,"['@unit', 'call', 'back', ""i'v"", 'hold', 'issu', '!', 'confirm', 'number', 'email', 'show', 'much', ""i'v"", 'paid']",negative,0
United,"['@unit', ""i'm"", 'sure', 'help', 'flight', 'experi', 'terribl', 'plane', 'dirti', 'staff', 'rude', 'start', 'perhap']",negative,0
United,"['@unit', 'check', 'still', 'say', 'paid', ""i'v"", 'call', 'back', 'twice', 'hold', '30', 'minut', 'answer', 'hung']",negative,0
United,"['@unit', 'hold', '30', 'minut', 'final', 'got', 'someon', 'retook', 'form', 'payment', 'confirm', 'reserv', 'set', 'tri']",negative,0
United,"['@unit', 'bought', 'ticket', 'yesterday', 'receiv', 'confirm', 'tri', 'check', 'said', 'paid', 'call']",negative,0
United,"['@unit', 'delay', 'salt', 'floor', 'previou', 'passeng', '180', 'want', 'fli', 'care', 'shoe', 'ua649']",negative,0
United,"['@unit', '@czamkoff', 'profit', 'realli', 'give', 'damn', 'pay', 'custom', '!', '!', '!', '#greed']",negative,0
United,"['@unit', 'unfortun', 'get', 'name', ':(', 'nice', '!']",negative,0
United,"['@unit', 'seat', 'intern', 'connect', 'serious']",negative,0
United,"['@unit', 'thank', 'got', 'coupl', 'minut', 'ago', 'great', 'servic', 'flight', '479', 'btw', 'pleas', 'pass', 'team', 'flight']",positive,1
United,"['@unit', 'bag', 'lost', ""can't"", 'get', 'ahold', 'anyon', 'help']",negative,0
United,"['@unit', 'delet', 'return', 'ticket', 'europ', 'blame', 'show', 'airlin', 'joke', '3', 'time', 'happen', '3', 'time', '!']",negative,0
United,"['@unit', 'unit', 'flight', 'arriv', 'late', 'flight', ""i'm"", 'told', 're-book', 'connect', 'unit', 'flight', 'character', 'show']",negative,0
United,"['@unit', 'agent', 'servic', 'weekend', 'trip', 'amaz', '!', '!', '!', 'thank', '!', '!']",positive,1
United,"['@unit', 'never', 'fli', 'unit', '!', 'worst', 'experi', 'ever']",negative,0
United,"['@unit', '@tiffanyandco', '@ntrustopen', 'ah', ""that'"", 'fund', 'fix', 'broken', 'plane', 'upon', 'sat', '4', 'hr', 'iah', 'runway', 'went']",negative,0
United,"['@unit', 'cannot', 'direct', 'messag', 'follow', 'us', 'want', 'luggag', 'pleas', 'hep']",negative,0
United,"['@unit', 'flight', '5903', 'strand', 'tarmac', 'chicago', 'gate', 'avail', '!', 'plane', 'get', 'hot', 'uncomfort']",negative,0
United,"['@unit', 'rebook', 'disappoint', 'wait', 'whole', 'day', 'start', 'vacat', 'fare', 'unit', 'top', 'notch', 'servic']",negative,0
United,"['@unit', 'assum', 'would', '300', 'peopl', 'let', 'unit', ""what'"", 'wors', 'plane', 'crew', ""can't"", 'fli', '!', '!']",negative,0
United,"['@unit', 'push', '2', 'hour', 'hold', 'priceless', 'http://t.co/ths10ldy2a']",negative,0
United,"['@unit', 'read', 'thread', 'book', '1st', 'class', 'seat', '38e', 'even', 'though', 'unit', 'twtr', 'account', 'confirm', 'eco', 'premium']",negative,0
United,"['@unit', 'hi', 'bag', 'id', 'ua6016053916', 'updat', 'explain', 'occur', 'arriv', '4', 'hour', 'flight', '!']",negative,0
United,"['@unit', 'hi', 'ye', 'need', 'free', 'hotel', 'stay', 'honalulu', 'due', '4', 'hour', 'delayua', '53', 'sinc', 'miss', 'second', 'flight', 'kauai']",negative,0
United,"['@unit', 'screw', 'flight', 'cae', 'bother', 'flight', 'never', 'leav', 'time', 'get', 'cancel', 'flight']",negative,0
United,"['@unit', 'need', '2', 'agent', 'check']",negative,0
United,"['@unit', 'work', '!', '!', 'incred', 'unfriendli', 'ground', 'staff', 'fals', 'promis', 'twitter', '@theairhelp']",negative,0
United,"['@unit', 'got', 'thank']",positive,1
United,"['@unit', 'skill', 'staff', 'inadequ', 'system', 'delet', 'return', 'houston', 'norway', 'shoulder', 'shrug', '..']",negative,0
United,"['@unit', 'sever', 'staf', 'iah']",negative,0
United,"['@unit', 'amaz', 'hospit', 'help', 'anthoni', 'lastella', 'great', 'staff', '👏', '👏', '👏', '✈', 'def', 'fli', '#unit']",positive,1
United,"['@unit', '2', 'hr', 'delay', 'vacat', 'buzzkil']",negative,0
United,"['@unit', 'touch', 'miami', 'far', 'nice', 'done', 'unit', '👍']",positive,1
United,"['@unit', 'realli', 'enjoy', 'sunday', 'hold', '...', '1', 'hour', 'perhap', 'better', 'client', 'experi', 'need', 'http://t.co/8vnckgzxl1']",negative,0
United,"['@unit', 'broken', 'light', '35', 'min', 'get', 'bridg', 'gate', 'airplan', 'park', 'wrong', 'bathroom', 'empti', 'last', 'night', '...', 'airlin', 'last', '3', 'hr']",negative,0
United,"['@unit', 'would', 'appreci', 'respons', 'regard', 'pressur', 'failur', 'flight', '1109', 'seem', 'respond', 'less', 'seriou', 'issu']",negative,0
United,"['@unit', 'guy', 'let', 'four', 'hour', 'delay', 'honolulu', 'houston', 'thank', 'train', 'wreck', 'issu', 'come']",negative,0
United,"['@unit', 'final', 'got', 'help', 'appreci', '!']",positive,1
United,"['@unit', 'anoth', 'ua', 'flight', '2', 'gate', 'held', '15', 'min', 'cnx', 'pax']",negative,0
United,"['“', '@unit', '@4geiger', 'look', 'like', 'form', 'photo', 'someth', 'burst', 'luggag', 'correct', 'jh', '”', 'alway', 'blame', 'custom']",negative,0
United,"['@unit', 'board', 'time', 'ua3882', 'crew']",negative,0
United,"['@unit', 'way', 'one', 'person', 'work', 'entir', 'secur', 'checkpoint', 'ewr', '🆖']",negative,0
United,"['@unit', 'author', 'fiction', 'heard', 'radio', 'even', 'jetway', 'secur', 'yet', '#ua5037', '#cmh', 'http://t.co/t78k7abtwf']",negative,0
United,"['@unit', 'found', 'anyth', 'show', 'realis', 'morn', 'flight', 'cancel', 'flightl', 'pricey', 'even']",negative,0
United,"['@unit', 'oh', 'still', 'lost', 'track', 'system', 'stink', 'deliveri', 'system']",negative,0
United,"['@unit', 'feel', 'like', 'true', 'unit', 'custom', 'stuck.on', 'tarmac', 'dc', '2', 'hr', 'unitedfail']",negative,0
United,"['@unit', 'leadership', 'count', 'land', '11:15', 'last', 'night-deplan', '12:40', '45', 'minut', 'wait', 'jetway', 'inexcus']",negative,0
United,"['@unit', 'sent', 'dm', 'request', 'heard', 'anyth', 'address', 'issu', 'brought', 'dm', 'explain', 'happen']",negative,0
United,"['@unit', 'employe', 'faceless', 'throw', 'bu', 'start', 'manag', ""i'm"", 'almost', 'million', 'miler', 'compani', '1/2']",negative,0
United,"['@unit', ""can't"", 'say', 'flight', 'pull', 'depart', '2', 'min', 'board', 'even', 'start', '!', 'http://t.co/2ikbp8gxwi']",negative,0
United,"['@unit', 'understand', 'pay', 'chang', 'problem', 'plane', 'weather', 'would', 'understand']",negative,0
United,"['@unit', '30', 'hour', 'late', 'flightr', 'still', 'answer', 'stuck', 'houston', 'keep', 'get', 'put', 'phantom', 'flight', 'never', 'apear', '#badcustomerservic']",negative,0
United,"['@unit', 'guy', 'horribl', '!', 'first', 'get', 'stuck', 'snow', 'hr', 'ewr', 'sit', 'cmh', 'say', 'could', '30min', 'gate']",negative,0
United,"['@unit', 'hotel', 'sent', 'us', 'wouldnt', 'take', 'voucher', 'flight', 'delay', 'cancel', 'flightl', 'delay', '32', 'hour', 'count']",negative,0
United,"['@unit', ""dm'd"", '4', 'hr', 'ago', 'request', 'respons', 'found', '...', 'like', 'bag']",negative,0
United,"['@unit', 'work', 'thank', 'immedi', 'repli', '!', '!']",positive,1
United,"['@unit', 'two', 'hour', 'delay', 'plane', 'visibl', 'airport', 'far', 'terribl', 'custom', 'servic', '#neveragain']",negative,0
United,"['@unit', '4', 'hour', 'mainten', 'delay', 'enuf', 'u', 'charg', '25', 'bag', 'global', 'servic', 'platinum', 'mbr', 'get', 'ur', 'shit', 'togeth']",negative,0
United,"['@unit', 'last', 'week', 'also', 'mainten', 'issu', 'flat', 'tire', 'anoth', 'flight', 'last', 'week', 'cancel', 'flight', 'track', 'record', 'worst', '!']",negative,0
United,"['@unit', 'spend', 'money', 'take', 'ticket', 'updat', 'plane', '!', 'flight', 'mainten', 'issu', '!', '!', '!']",negative,0
United,"['@unit', 'chanc', 'could', 'help', 'rebook', 'flight', 'cancel', 'flightl']",negative,0
United,"['@unit', 'realli', 'need', 'better', 'system', 'handl', 'cancel', 'flightl', 'flight', 'http://t.co/3ubcoasyw']",negative,0
United,"['@unit', 'also', 'inappropri', 'lie', 'passeng', 'induc', 'accept', 'voucher', 'tell', 'avail', 'late', 'flightr']",negative,0
United,"['@unit', 'give', 'direct', 'number', 'call', 'regard', 'lost', 'baggag', 'immedi']",negative,0
United,"['@unit', 'involuntarili', 'bump', 'passeng', ""can't"", 'guarante', 'anoth', 'flight', 'three', 'day', '!']",negative,0
United,"['@unit', 'pleas', 'follow', 'faa', 'guidelin', 'regard', 'bump', 'accept', 'give', '300', 'voucher', '800', 'fare']",negative,0
United,"['@unit', 'alreadi', 'rebook', 'miss', 'first', 'appoint', 'london', 'tomorrow', 'morn', 'thank', 'ruin', 'trip', '!']",negative,0
United,"['@unit', 'newest', 'delay', 'right', 'http://t.co/96ftlzwtvo']",negative,0
United,"['@unit', 'show', 'avail', 'seat', 'need', 'honor', '!', 'shouldnt', 'spend', '1hr', 'phone', 'hear', 'realli', '3', '4', 'seat']",negative,0
United,"['@unit', '50', 'min', 'hold', 'tri', 'book', 'award', 'flight', 'site', 'error', 'agent', 'ask', 'pin', 'see', 'platinum', 'avail', 'badbadbad']",negative,0
United,"['@unit', 'joke', 'lot', 'angri', 'peopl', 'iah']",negative,0
United,"['@unit', 'complet', 'unaccept', 'seat', '1st', 'class', 'passeng', 'middl', 'seat', '38', 'even', 'premium', 'economi']",negative,0
United,"['@unit', 'found', 'flight', '2.5', 'hr', 'offer', '200', 'flight', 'voucher', '12', 'hr', 'lose', 'seat', 'neglect', 'get', 'noth']",negative,0
United,"['@unit', 'nicol', 'quito', 'airport', 'took', 'great', 'care', 'us', 'week', 'handl', 'lost', 'baggag', 'seat', 'chang', 'profession', 'nice', 'pat', 'back']",positive,1
United,"['@unit', 'right', 'think', 'take', 'stop', 'get', 'de-ic', 'done', 'plane', 'sit', 'night']",negative,0
United,"['@unit', 'two', 'servic', 'agent', 'hung', 'third', 'abl', 'get', 'flight', 'us', 'air', 'today', 'three', 'call', '2.5', 'hour', 'get', 'flight']",negative,0
United,"['@unit', 'delay', 'day', 'mco', 'iad', 'finger', 'cross', 'make', 'connect', 'home', 'albani', '#united1k']",negative,0
United,"['@unit', 'first', 'class', 'joke', 'compar', 'other', 'flown', 'ask', 'extra', 'peanut', '...', ""that'"", 'allow', '!', '@aircanada']",negative,0
United,"['@unit', 'given', 'connect', '2', 'overnight', 'layov', 'voucher', 'last', 'connect', 'even', 'confirm']",negative,0
United,"['@unit', 'thank', 'leav', '3', 'year', 'old', 'row', 'flight', '360', 'lax-iad']",positive,1
United,"['@unit', 'would', 'like', 'baggag', 'damag', 'number', 'well', '!', 'anoth', 'great', 'thing', 'train', 'staff', '!', 'what', 'number', 'pleas', '..', 'claim', 'time']",negative,0
United,"['@unit', '100', 'put', 'togeth', 'seriou', 'email', 'issu', 'aros', 'vacat', 'due', 'staff', 'post']",negative,0
United,"['@unit', 'long', 'wait', 'ice', 'cake', 'fix', 'reserv', 'system', 'confirm', 'get', 'chang', 'mid-travel']",negative,0
United,"['@unit', 'guy', 'suck', '!', 'anoth', 'cancel', 'flight', 'flight', '!', 'everi', 'flight', 'issu', '!']",negative,0
United,"['@unit', 'lie', '...', 'http://t.co/beqotlnugc']",negative,0
United,"['@unit', 'let', 'real', 'nice', '!', 'love', 'awesom', 'servic', 'u', '2', 'peopl', 'work', 'custom', 'servic', 'line', '..']",negative,0
United,"['@unit', '6', 'hour', 'plu', 'delay', '#washingtondc', 'final', 'flight', '#edinburgh', 'tire']",negative,0
United,"['@unit', 'thank']",positive,1
United,"['@unit', 'believ', '..', 'http://t.co/7z3gqebfk2']",negative,0
United,"['@unit', 'flight', 'delay', '24', 'hour', 'lost', 'wallet', 'money', 'eat', 'sleep', 'yet', 'repres', 'help', '#unitedsuck']",negative,0
United,"['@unit', 'lost', '4', 'loyal', 'custom', 'mileag', 'plu', 'card', 'holder', 'could', 'driven', 'florida', 'pa', 'quicker', 'way', '!', 'worst', 'trip', 'ever', '!']",negative,0
United,"['@unit', 'de-ic', 'plane', 'sit', 'one', '2', 'hour', 'could', 'delay', ':/']",negative,0
United,"['@unit', 'fuck', 'care', '😢']",negative,0
United,"['@unit', '20', 'minut', 'plu', 'get', 'two', 'first', 'one', 'transfer', 'spanish', 'hotlin', 'unaccept', '!']",negative,0
United,"['@unit', '@delta', 'lost', 'luggag', 'atl', 'hdn', 'luggag', 'denver', 'said', '@unit', 'deliv', 'luggag', 'hdn', 'airport', 'claim', 'hdndl', '11785']",negative,0
United,"['@unit', 'unit', 'lose', 'baggag', 'get', 'airport', 'countri', 'disappear', '!']",negative,0
United,"['@unit', 'thank', 'wast', 'time', 'money', 'arriv', '5', 'hour', 'late', 'flight', 'destin', '...']",negative,0
United,"['@unit', 'fli', 'unit', 'check', 'baggag', '!', 'never', 'find', '!']",negative,0
United,"['@unit', ""can't"", 'english', 'spanish', 'rep', 'call', 'locat', 'bag', 'resolv', 'issu']",negative,0
United,"['@unit', 'would', 'overnight', 'bag', 'wed', 'unknown', 'locat', 'courier', 'compani', 'appar', ""can't"", 'contact', '!']",negative,0
United,"['@unit', 'hey', 'thank', 'help', 'miss', 'buddi', '30th', 'bday', 'guy', 'realli', 'trashi', 'compani', '#shouldhaveflowndelta', '#unitedsuck']",negative,0
United,"['@unit', 'never', 'frustrat', 'convers', 'unit', ""can't"", 'speak', 'spanish', 'courier', 'compani', 'bag', '!']",negative,0
United,"['@unit', 'never', 'mislead', 'compani', 'mani', 'time', 'week', 'unit', 'airlin', '!']",negative,0
United,"['@unit', 'would', 'never', 'fli', 'unit', 'airlin', '!']",negative,0
United,"['@unit', 'still', 'airport', 'wait', 'flight']",negative,0
United,"['@unit', 'airlin', 'tell', 'luggag', 'one', 'hour', 'away', 'destin', '5', 'day', '!']",negative,0
United,"['@unit', 'one', 'oper', 'ramp', 'let', 'us', 'plane', 'iah', '...', 'wow', '..', 'wow']",negative,0
United,"['@unit', '!', 'thank', '!']",positive,1
United,"['@unit', 'thank', '!']",positive,1
United,"['@unit', 'cancel', 'flight', 'flight', 'send', 'email', 'say', 'think', 'next', 'flight', '...', '#custom', '#outrag', 'http://t.co/kkwiwi97a4']",negative,0
United,"['@unit', 'super', 'comput', '💩', 'ot', 'pant', 'lot', 'cranki', 'peopl', 'line', 'cmh', 'reflight', 'book', 'problem', 'delay', 'check-in', 'on-tim', 'direct', 'flyer']",negative,0
United,"['@unit', 'check-in', 'system', ""i'm"", 'troubl', 'check', 'flight', 'depart', 'less', '24', 'hr']",negative,0
United,"['@unit', 'fuck', 'close', 'premier', 'access', 'line', 'ord', 'probabl', 'gonna', 'miss', 'flight', '...', 'start', 'treat', 'custom', 'better']",negative,0
United,"['@unit', 'good', 'luck', 'no-enertainment-on', '6', 'hour-flight', 'strategi', 'innov', 'work', 'hello', '@jetblu', 'http://t.co/hi76boavxi']",negative,0
United,"['@unit', 'human', 'contact', '2', 'mth', '@americanair', 'cust', 'relat', 'refund', 'dept', 'ever', 'problem', 'u', 'human', 'talk']",negative,0
United,"['@unit', 'would', 'think', 'would', 'clean', 'ramp', 'jet', 'stuck', 'snow', 'newark', 'would', 'never', 'happen', '@delta']",negative,0
United,"['@unit', 'would', 'understand', 'weather', 'issu', 'bc', 'airlin', 'mainten', 'sleep', 'airport', 'floor', 'lose', 'entir', 'day']",negative,0
United,"['@unit', 'thank', '!']",positive,1
United,"['@unit', 'flight', '403', 'delay', '40', 'min', 'bc', 'miss', 'screw', 'danger', 'miss', 'flight', '6491']",negative,0
United,"['@unit', 'ua', '6', 'final', 'cancel', 'flight', 'hr', 'delay', 'replac', 'flight', 'leav', 'late', 'flightr', 'one', 'schedul', 'tomorrow', 'cool']",negative,0
United,"['@unit', 'overbook', 'fifti', 'peopl', '!', 'worst']",negative,0
United,"['@unit', 'servic', 'need', 'work', 'check', 'bush', 'airport', 'custom', 'servic', 'line', 'last', 'nt', '#unitedagainstunit', 'http://t.co/g00saozgtv']",negative,0
United,"['@unit', 'also', 'phone', 'custom', 'servic', 'almost', 'useless', 'http://t.co/mb3bjwgoap']",negative,0
United,"['@unit', 'lost', 'bag', 'next', 'flight', 'time', 'load', '5', 'hour', 'delay', 'consequ', 'platinum', 'gold']",negative,0
United,"['@unit', 'day', 'late', 'flightr', 'one', 'delay', 'one', 'cancel', 'flightl', 'flight', ""i'm"", 'gate', 'seat', 'assign', 'lot', 'standbi', 'ppl', 'also', 'wait']",negative,0
United,"['@unit', 'thank', 'fli', 'mess', 'iad', 'san', 'diego', 'http://t.co/tlpbaupik5']",positive,1
United,"['@unit', 'delay', 'due', 'custom', 'servic', 'mean', 'ua761']",negative,0
United,"['@unit', 'wifi', 'work', 'onboard.alert', 'attend', 'socket.y', 'sent', 'hotel', '24', 'hour', '7', 'voucher', 'wifi', 'hotel']",negative,0
United,"['@unit', ""i'm"", 'sure', 'next', 'time', '...']",negative,0
United,"['@unit', 'weight', 'restrict', ""we'll"", 'tri', 'get', 'mani', 'plane']",negative,0
United,"['@unit', 'confer', 'begin', '3', 'hour', 'night', 'due', 'delay', 'still', 'wait', 'talk', 'someon', 'lost', 'luggag']",negative,0
United,"['@unit', '4:30', 'custom', 'servic', 'line', 'tri', 'scream', '#epicfailunit']",negative,0
United,"['@unit', 'flight', 'delay', 'hour', '10pm', 'arriv', 'vega', '4am', 'serious', 'lose', 'luggag']",negative,0
United,"['@unit', '@suntoshi', 'still', 'like', 'unit', 'airlin']",positive,1
United,"['@unit', '2100', 'ticket', '12h', 'biz', 'trvl', 'wifi.miss', 'con', 'flt', 'next', 'one', '#24h', 'miss', 'meet', '7', 'food', 'voucher', 'hotel', 'chkout', '#12', 'flt', '5', 'wifi', '#hotel']",negative,0
United,"['@unit', 'still', 'miss', 'luggag', 'promis', 'someon', 'would', 'call', 'call', 'far', 'flight', 'shanghai', 'dc', 'connect', 'flight', 'ord']",negative,0
United,"['@unit', 'cancel', 'flightl', 'flight', 'without', 'notif']",negative,0
United,"['@unit', 'custom', 'servic', 'provid', 'airport', 'horribl', 'actual', 'care', 'custom', 'make', 'money']",negative,0
United,"['@unit', 'cancel', 'flightl', 'flight', 'ua922', 'aircrft', 'mainten', ""i'm"", 'delay', '10', 'hour', ""what'"", 'refund', 'option']",negative,0
United,"['@unit', 'bag', ""i'm"", 'mexico', 'go', 'build', 'hous', 'suitcas', 'never', 'got', 'flight', 'cle', 'w', 'need', 'san', '68059m']",negative,0
United,"['@unit', 'told', 'chang', 'flight', 'im', 'ottawa', 'airport', 'ac', 'cant', 'find', 'reserv', '!', 'what', 'wrong']",negative,0
United,"['@unit', 'worst', 'flight', 'experi', ""i'v"", 'ever', 'thank', 'end', 'vacat', 'bad', 'note']",negative,0
United,"['@unit', 'thank', 'epic', 'servic', '863', 'alway', 'pleasur', 'outstand', 'crew', 'http://t.co/trqlpeinzw']",positive,1
United,"['@unit', 'hey', '4am', 'guess', ""i'm"", 'sleep', '!', 'caus', 'care', 'littl', 'custom', 'let', 'sleep', 'airport']",negative,0
United,"['@unit', 'concern', 'address']",negative,0
United,"['@unit', 'duh', 'done', 'bag', 'whereabout', 'unknown', 'greeeaat']",negative,0
United,"['@unit', 'thank', 'let', 'sleep', 'dia', 'ensur', 'ruin', 'much', 'vacat', 'possibl', 'wait', 'fuck', '#unitedairlinessuck']",negative,0
United,"['@unit', 'oh', ""i'll"", 'share', 'alright', 'especi', 'sleep', 'shitti', 'airport', 'get', '1hr', 'sleep', 'night', 'ua']",negative,0
United,"['@unit', '@maxabrahm', 'need', 'assist', 'expect', 'go', 'scoobi', 'doo', 'tour', 'termin', 'find', 'stuff']",negative,0
United,"['thank', '@unit', 'write', 'back', 'assist', 'return', 'bag', 'lost', 'clean', 'fece', 'sprinkl', 'bathroom', 'much', 'ask']",negative,0
United,"['@unit', 'hung']",negative,0
United,"['@unit', 'custom', 'servic', 'team', 'manilla', 'absolut', 'shit', ""can't"", 'even', 'get', 'supervisor', 'without', 'back', 'hold', '!']",negative,0
United,"['@unit', 'disgust', 'unconscion', 'treatment', ""i'v"", 'receiv', 'tonight']",negative,0
United,"['@unit', 'cours', 'would', 'like', 'hepl', '!', 'kid', ""that'"", 'reason', ""i'v"", 'hold', 'past', '5', 'hour', '!']",negative,0
United,"['@unit', '@thisiscoach', 'everi', 'time', 'unit', 'flight', 'got', 'delay', 'big', 'frustrat']",negative,0
United,"['@unit', 'got', 'kid', 'still', 'talk', 'human', 'robotweet', '!', 'ask', 'follow']",negative,0
United,"['@unit', 'describ', 'fece', 'sprinkl', 'bathroom', 'inconveni', 'help', 'might', 'find', 'baggag', 'lost', 'return']",negative,0
United,"['@unit', 'fact', 'treat', 'disrespect', 'lie', 'member', 'airlin', 'claim', 'strive', 'best']",negative,0
United,"['@unit', 'matter', 'fact', ""we'r"", 'differ', 'destin', 'put', 'tremend', 'amount', 'stress']",negative,0
